2020_Borevitz_UWA_S4	A18_10
2020_Borevitz_UWA_S4	A_acuminata_ANBG_1
2020_Borevitz_UWA_S4	A_acuminata_ANBG_2
2020_Borevitz_UWA_S4	A_dealbata_1
2020_Borevitz_UWA_S4	A_dealbata_2
2020_Borevitz_UWA_S4	A_melanoxylon_1
2020_Borevitz_UWA_S4	A_melanoxylon_2
2020_Borevitz_UWA_S4	Angophora_floribunda_ANU_Banks_Building_1
2020_Borevitz_UWA_S4	Angophora_floribunda_ANU_Banks_Building_2
2020_Borevitz_UWA_S4	Anna_blank1
2020_Borevitz_UWA_S4	Anna_blank2
2020_Borevitz_UWA_S4	B35_15
2020_Borevitz_UWA_S4	Blank
2020_Borevitz_UWA_S4	C29_10
2020_Borevitz_UWA_S4	CMB0002
2020_Borevitz_UWA_S4	CMB0003
2020_Borevitz_UWA_S4	CMB0004
2020_Borevitz_UWA_S4	CMB0005
2020_Borevitz_UWA_S4	CMD0001
2020_Borevitz_UWA_S4	Corymbia_calophylla_ANBG_1
2020_Borevitz_UWA_S4	Corymbia_calophylla_ANBG_2
2020_Borevitz_UWA_S4	Corymbia_maculata_Arboretum_ACT_1
2020_Borevitz_UWA_S4	Corymbia_maculata_Arboretum_ACT_2
2020_Borevitz_UWA_S4	D3_13
2020_Borevitz_UWA_S4	E17_10
2020_Borevitz_UWA_S4	E_brandiana_1
2020_Borevitz_UWA_S4	E_brandiana_2
2020_Borevitz_UWA_S4	E_cladocalyx_1
2020_Borevitz_UWA_S4	E_cladocalyx_2
2020_Borevitz_UWA_S4	E_coolabah_1
2020_Borevitz_UWA_S4	E_coolabah_2
2020_Borevitz_UWA_S4	E_decipiens_1
2020_Borevitz_UWA_S4	E_decipiens_2
2020_Borevitz_UWA_S4	E_desmondensis_1
2020_Borevitz_UWA_S4	E_desmondensis_2
2020_Borevitz_UWA_S4	E_diversifolia_1
2020_Borevitz_UWA_S4	E_diversifolia_2
2020_Borevitz_UWA_S4	E_gomphocephala_1
2020_Borevitz_UWA_S4	E_gomphocephala_2
2020_Borevitz_UWA_S4	E_grandis_1
2020_Borevitz_UWA_S4	E_grandis_2
2020_Borevitz_UWA_S4	E_laeliae_1
2020_Borevitz_UWA_S4	E_laeliae_2
2020_Borevitz_UWA_S4	E_leucophloia_1
2020_Borevitz_UWA_S4	E_leucophloia_2
